,gbt_prob_default,lr_prob_default,lgd,loan_amnt
2395,8.46E-03,1.49E-01,0.20,12000
2396,2.40E-02,7.30E-03,0.20,25000
2397,1.29E-01,1.33E-01,0.20,7000
2398,2.03E-02,1.85E-01,0.20,5000
2399,6.90E-02,2.27E-01,0.20,4450
2400,9.20E-01,3.78E-01,0.20,12000
2401,1.45E-02,4.05E-02,0.20,10000
2402,5.50E-02,2.41E-01,0.20,8500
2403,2.37E-02,3.83E-03,0.20,12075
2404,4.66E-01,3.00E-01,0.20,3000
2405,4.71E-01,1.62E-01,0.20,5000
2406,9.90E-01,1.35E-01,0.20,4900
2407,1.92E-01,2.49E-01,0.20,9500
2408,9.65E-02,3.74E-11,0.20,5950
2409,9.82E-03,2.26E-01,0.20,7500
2410,5.63E-02,4.73E-02,0.20,3200
2411,4.14E-01,1.38E-01,0.20,2100
2412,9.63E-01,3.63E-01,0.20,25000
2413,9.05E-02,9.92E-02,0.20,5000
2414,3.32E-02,1.06E-02,0.20,35000
2415,2.01E-01,1.59E-01,0.20,4800
2416,1.06E-01,1.10E-02,0.20,5000
2417,3.37E-02,2.28E-03,0.20,7200
2418,4.26E-03,1.55E-04,0.20,8400
2419,5.72E-02,2.26E-01,0.20,6625
2420,5.56E-02,1.61E-01,0.20,24000
2421,6.08E-02,1.92E-01,0.20,27400
2422,5.80E-01,3.73E-01,0.20,8000
2423,1.60E-02,4.30E-01,0.20,10625
2424,1.51E-03,7.62E-02,0.20,4200
2425,7.93E-03,1.21E-01,0.20,30000
2426,2.66E-02,2.75E-01,0.20,10000
2427,3.73E-02,3.12E-01,0.20,12250
2428,8.67E-02,4.54E-01,0.20,6000
2429,2.89E-01,4.79E-01,0.20,17375
2430,5.65E-04,5.28E-01,0.20,20000
2431,2.08E-01,4.24E-01,0.20,10000
2432,2.05E-01,4.08E-01,0.20,8325
2433,9.99E-01,4.74E-01,0.20,10000
2434,1.88E-02,1.42E-01,0.20,10000
2435,5.62E-04,4.65E-01,0.20,18000
2436,2.89E-01,3.01E-01,0.20,1600
2437,1.59E-01,2.66E-01,0.20,3200
2438,4.05E-02,1.38E-01,0.20,15000
2439,9.93E-01,4.66E-01,0.20,21450
2440,4.06E-02,3.02E-01,0.20,3000
2441,9.98E-01,5.45E-01,0.20,10800
2442,2.44E-01,8.55E-02,0.20,8000
2443,3.49E-02,2.22E-01,0.20,7150
2444,9.02E-02,2.27E-01,0.20,15000
2445,5.83E-03,2.76E-01,0.20,11000
2446,1.28E-02,4.35E-01,0.20,7000
2447,1.76E-01,3.12E-01,0.20,3000
2448,1.19E-01,1.13E-01,0.20,5000
2449,3.20E-03,3.08E-02,0.20,8000
2450,8.20E-05,3.38E-01,0.20,12600
2451,2.22E-03,1.66E-01,0.20,10000
2452,2.46E-02,1.73E-01,0.20,8000
2453,5.65E-02,2.33E-01,0.20,8500
2454,3.18E-01,4.51E-01,0.20,1200
2455,1.71E-01,3.44E-01,0.20,1500
2456,6.57E-02,1.38E-02,0.20,11000
2457,3.67E-02,7.58E-02,0.20,10000
2458,6.82E-03,1.49E-01,0.20,12000
2459,2.65E-01,2.85E-01,0.20,15000
2460,7.30E-04,5.43E-02,0.20,11000
2461,3.88E-02,3.94E-03,0.20,4000
2462,1.99E-01,4.41E-01,0.20,8875
2463,1.87E-03,2.01E-01,0.20,3900
2464,9.95E-01,4.00E-01,0.20,3000
2465,9.99E-01,2.52E-01,0.20,12000
2466,5.87E-02,3.02E-01,0.20,1600
2467,1.00E+00,4.03E-01,0.20,16750
2468,9.99E-01,3.66E-01,0.20,24000
2469,2.27E-02,1.14E-01,0.20,7000
2470,9.93E-04,1.31E-01,0.20,4000
2471,4.50E-03,2.61E-01,0.20,8400
2472,5.83E-05,2.17E-02,0.20,21000
2473,1.13E-01,8.47E-02,0.20,6400
2474,5.27E-02,1.40E-01,0.20,3000
2475,1.25E-02,3.48E-02,0.20,18000
2476,3.84E-02,1.99E-01,0.20,3200
2477,3.87E-02,2.52E-01,0.20,7000
2478,8.59E-05,1.98E-01,0.20,2000
2479,3.72E-02,1.14E-01,0.20,8000
2480,3.95E-02,1.66E-03,0.20,8000
2481,7.39E-03,9.63E-02,0.20,10000
2482,1.52E-03,3.95E-01,0.20,6000
2483,7.95E-03,6.28E-03,0.20,6000
2484,9.93E-01,7.09E-01,0.20,19750
2485,1.47E-02,3.18E-01,0.20,11000
2486,1.94E-01,7.72E-02,0.20,10000
2487,1.67E-01,3.31E-01,0.20,8400
2488,9.64E-03,1.38E-02,0.20,14400
2489,3.26E-02,2.66E-01,0.20,7500
2490,9.06E-02,1.76E-01,0.20,4775
2491,7.62E-03,5.21E-10,0.20,8000
2492,3.01E-02,6.00E-02,0.20,12000
2493,1.06E-01,3.69E-01,0.20,12000
2494,3.46E-03,2.34E-02,0.20,2000
2495,4.30E-03,1.85E-02,0.20,10000
2496,2.30E-02,1.20E-01,0.20,12000
2497,2.78E-02,1.84E-01,0.20,5000
2498,3.90E-04,4.69E-01,0.20,6400
2499,5.00E-02,5.94E-02,0.20,10000
2500,1.00E+00,5.45E-01,0.20,8500
2501,5.07E-03,2.75E-01,0.20,6400
2502,3.11E-03,1.33E-01,0.20,7000
2503,2.29E-03,3.28E-01,0.20,13000
2504,3.59E-03,7.89E-02,0.20,3400
2505,1.35E-02,1.94E-01,0.20,15000
2506,2.21E-02,1.82E-01,0.20,16000
2507,2.30E-03,1.73E-01,0.20,8000
2508,2.90E-03,1.45E-01,0.20,6000
2509,7.64E-04,4.51E-01,0.20,15000
2510,4.56E-04,3.97E-01,0.20,6000
2511,4.99E-02,1.98E-01,0.20,5000
2512,5.46E-04,1.82E-01,0.20,1000
2513,2.57E-02,3.42E-01,0.20,9000
2514,1.77E-02,1.79E-01,0.20,6500
2515,1.79E-01,1.80E-01,0.20,10000
2516,3.00E-02,4.96E-02,0.20,12000
2517,3.84E-05,4.96E-01,0.20,15000
2518,1.65E-02,7.17E-02,0.20,10000
2519,7.48E-03,3.30E-01,0.20,6600
2520,2.73E-01,5.60E-02,0.20,6000
2521,5.90E-03,1.57E-01,0.20,7000
2522,4.55E-02,7.37E-03,0.20,10700
2523,9.32E-01,3.63E-01,0.20,25000
2524,6.48E-04,1.84E-01,0.20,24250
2525,6.80E-02,6.35E-01,0.20,23000
2526,5.15E-02,3.98E-02,0.20,1500
2527,9.97E-01,3.88E-01,0.20,24000
2528,2.61E-02,1.74E-01,0.20,10000
2529,8.45E-02,3.71E-01,0.20,3000
2530,2.85E-02,3.40E-04,0.20,12000
2531,2.90E-04,1.07E-01,0.20,10000
2532,1.73E-03,2.63E-01,0.20,10000
2533,8.23E-01,3.59E-01,0.20,5000
2534,9.86E-01,4.58E-01,0.20,25000
2535,1.14E-02,6.26E-03,0.20,20000
2536,1.54E-02,5.04E-01,0.20,8500
2537,6.74E-02,2.60E-01,0.20,22000
2538,1.64E-05,1.64E-01,0.20,5500
2539,1.22E-02,3.17E-03,0.20,5000
2540,2.17E-02,4.14E-01,0.20,4550
2541,3.41E-02,3.12E-02,0.20,1000
2542,6.67E-02,3.70E-01,0.20,5000
2543,3.25E-02,1.24E-01,0.20,10000
2544,9.88E-01,3.80E-01,0.20,20000
2545,1.62E-03,2.29E-01,0.20,7500
2546,4.15E-02,2.86E-02,0.20,8500
2547,1.86E-02,1.55E-01,0.20,18500
2548,3.43E-02,1.71E-01,0.20,6000
2549,6.12E-01,3.72E-01,0.20,6000
2550,5.98E-02,5.26E-02,0.20,5000
2551,1.74E-01,2.19E-01,0.20,3000
2552,1.28E-04,1.89E-01,0.20,4500
2553,1.09E-01,1.93E-01,0.20,10000
2554,1.82E-02,3.58E-02,0.20,5000
2555,3.00E-03,1.80E-01,0.20,14000
2556,3.20E-02,4.55E-01,0.20,6250
2557,1.60E-01,3.27E-01,0.20,3750
2558,2.11E-02,2.41E-01,0.20,7000
2559,1.68E-03,1.79E-01,0.20,15000
2560,4.12E-02,3.33E-01,0.20,20000
2561,2.27E-02,2.00E-01,0.20,4000
2562,5.28E-02,7.76E-02,0.20,7200
2563,3.24E-03,2.89E-01,0.20,12000
2564,3.56E-02,3.60E-01,0.20,16000
2565,6.25E-02,4.17E-02,0.20,8400
2566,6.72E-03,2.66E-01,0.20,6000
2567,1.48E-02,3.34E-01,0.20,7125
2568,7.18E-02,1.34E-01,0.20,6000
2569,1.52E-02,1.69E-01,0.20,21000
2570,1.90E-01,3.83E-01,0.20,5000
2571,2.35E-02,2.20E-03,0.20,8000
2572,1.57E-04,9.08E-02,0.20,5600
2573,8.49E-02,1.43E-01,0.20,4000
2574,7.29E-02,1.39E-01,0.20,10500
2575,1.15E-02,5.20E-02,0.20,3000
2576,2.76E-02,3.19E-01,0.20,1500
2577,3.07E-02,3.05E-01,0.20,18000
2578,1.04E-01,3.94E-01,0.20,6000
2579,1.67E-02,1.62E-01,0.20,3500
2580,6.51E-03,1.79E-05,0.20,10800
2581,1.61E-01,2.09E-01,0.20,3000
2582,2.13E-04,9.98E-02,0.20,900
2583,4.03E-02,1.96E-01,0.20,12000
2584,1.55E-01,3.08E-01,0.20,4500
2585,9.91E-01,4.61E-01,0.20,15000
2586,6.52E-02,2.99E-01,0.20,2000
2587,7.34E-02,1.44E-01,0.20,7500
2588,2.95E-02,1.36E-01,0.20,11000
2589,6.58E-02,1.98E-01,0.20,5000
2590,2.09E-02,2.36E-02,0.20,18000
2591,2.54E-05,1.82E-01,0.20,1000
2592,1.73E-02,1.21E-01,0.20,6000
2593,1.47E-03,2.32E-03,0.20,4800
2594,6.27E-02,3.83E-01,0.20,5500
2595,6.54E-02,3.13E-03,0.20,6000
2596,7.84E-02,2.16E-01,0.20,1500
2597,4.47E-02,6.51E-02,0.20,6000
2598,1.91E-01,3.57E-01,0.20,4000
2599,9.02E-02,6.00E-03,0.20,22000
2600,4.54E-02,1.99E-01,0.20,10000
2601,2.09E-01,3.51E-01,0.20,9000
2602,1.54E-01,3.99E-01,0.20,8500
2603,1.60E-01,4.31E-01,0.20,8000
2604,3.69E-02,2.60E-01,0.20,25000
2605,3.81E-01,1.11E-02,0.20,10000
2606,2.58E-04,7.32E-02,0.20,14000
2607,4.22E-01,2.41E-01,0.20,4000
2608,2.36E-02,2.58E-01,0.20,9000
2609,4.18E-01,4.12E-01,0.20,8000
2610,9.95E-01,5.49E-01,0.20,17000
2611,1.47E-01,1.57E-01,0.20,5000
2612,1.67E-03,3.30E-01,0.20,9250
2613,3.01E-02,2.95E-03,0.20,11500
2614,5.23E-02,2.25E-01,0.20,12000
2615,1.58E-02,3.58E-02,0.20,5000
2616,4.47E-02,1.54E-01,0.20,15000
2617,1.35E-01,3.02E-01,0.20,3500
2618,1.12E-03,5.31E-01,0.20,10625
2619,9.70E-01,6.44E-01,0.20,30000
2620,9.99E-01,3.67E-01,0.20,7000
2621,4.69E-02,2.34E-04,0.20,35000
2622,3.44E-01,1.17E-01,0.20,20000
2623,8.63E-02,1.27E-01,0.20,5000
2624,9.98E-01,4.79E-01,0.20,14000
2625,1.34E-01,4.18E-01,0.20,12000
2626,9.90E-01,4.12E-01,0.20,17500
2627,8.61E-02,4.58E-01,0.20,21000
2628,2.01E-01,6.83E-01,0.20,22000
2629,7.62E-03,6.95E-02,0.20,4000
2630,1.70E-02,3.46E-01,0.20,16750
2631,3.28E-02,5.10E-01,0.20,13650
2632,1.00E-02,3.00E-01,0.20,14000
2633,2.27E-04,3.78E-02,0.20,15000
2634,1.00E+00,4.29E-01,0.20,2400
2635,5.54E-02,2.79E-01,0.20,10000
2636,9.63E-01,5.94E-01,0.20,15000
2637,1.95E-03,3.85E-03,0.20,23500
2638,4.23E-01,1.90E-01,0.20,6800
2639,3.35E-05,2.62E-01,0.20,3200
2640,1.00E+00,4.73E-01,0.20,6250
2641,1.15E-01,2.35E-01,0.20,8000
2642,2.16E-01,3.31E-01,0.20,6000
2643,7.41E-03,2.79E-01,0.20,10000
2644,9.79E-01,4.24E-02,0.20,2500
2645,1.51E-02,1.52E-02,0.20,10000
2646,1.53E-01,3.91E-01,0.20,4000
2647,9.80E-01,3.16E-01,0.20,9400
2648,6.73E-04,7.85E-02,0.20,6000
2649,1.46E-01,1.37E-01,0.20,2000
2650,1.07E-02,9.69E-02,0.20,6500
2651,1.52E-02,4.55E-02,0.20,10000
2652,1.74E-01,6.64E-02,0.20,5500
2653,2.31E-02,1.34E-02,0.20,3500
2654,9.98E-03,1.56E-01,0.20,8750
2655,9.08E-01,4.29E-01,0.20,10200
2656,2.63E-02,3.89E-02,0.20,8000
2657,9.96E-01,7.98E-02,0.20,2000
2658,3.58E-02,1.18E-01,0.20,8000
2659,7.63E-02,1.93E-01,0.20,7200
2660,2.95E-01,3.99E-01,0.20,6000
2661,7.93E-05,2.53E-01,0.20,8000
2662,1.03E-01,2.10E-01,0.20,11400
2663,4.12E-01,1.18E-01,0.20,1500
2664,9.29E-04,2.78E-01,0.20,2000
2665,4.01E-02,1.17E-01,0.20,6000
2666,1.50E-01,3.02E-01,0.20,3500
2667,3.18E-02,3.77E-01,0.20,10000
2668,2.02E-01,3.63E-01,0.20,2000
2669,3.18E-03,1.16E-01,0.20,32000
2670,9.90E-01,2.00E-01,0.20,24000
2671,2.86E-01,1.62E-01,0.20,5000
2672,9.99E-03,4.27E-01,0.20,5175
2673,8.28E-03,4.83E-02,0.20,25000
2674,2.11E-02,1.66E-01,0.20,6000
2675,1.08E-01,6.93E-02,0.20,7000
2676,1.99E-02,2.36E-01,0.20,12600
2677,1.94E-02,2.51E-01,0.20,7000
2678,5.08E-02,4.48E-02,0.20,11000
2679,6.70E-02,2.32E-01,0.20,25200
2680,7.38E-01,4.12E-01,0.20,5000
2681,5.00E-02,4.44E-01,0.20,35000
2682,2.59E-04,9.67E-02,0.20,3600
2683,1.45E-05,1.73E-01,0.20,5000
2684,2.53E-02,3.57E-01,0.20,10000
2685,2.08E-01,4.02E-01,0.20,8000
2686,8.73E-02,3.73E-01,0.20,8000
2687,9.99E-01,1.05E-01,0.20,6000
2688,9.98E-01,4.31E-01,0.20,3300
2689,6.53E-04,4.77E-01,0.20,9600
2690,3.38E-02,1.99E-01,0.20,21000
2691,2.60E-02,5.06E-02,0.20,5000
2692,1.93E-02,1.71E-01,0.20,6000
2693,5.68E-02,2.10E-02,0.20,15000
2694,1.32E-03,4.90E-01,0.20,12250
2695,2.47E-04,4.16E-01,0.20,10000
2696,2.37E-02,7.41E-02,0.20,20000
2697,1.01E-01,1.48E-01,0.20,3500
2698,2.21E-01,1.67E-01,0.20,6100
2699,1.26E-02,8.18E-02,0.20,9600
2700,9.23E-04,5.96E-03,0.20,15500
2701,2.61E-02,3.42E-01,0.20,9000
2702,1.00E+00,4.21E-01,0.20,2300
2703,3.83E-04,1.76E-10,0.20,16000
2704,4.11E-03,6.25E-05,0.20,15000
2705,4.91E-02,2.72E-01,0.20,7800
2706,7.92E-03,1.26E-04,0.20,24250
2707,5.11E-02,1.21E-04,0.20,25000
2708,1.54E-04,3.44E-01,0.20,7200
2709,3.03E-02,2.64E-01,0.20,3600
2710,6.59E-01,5.27E-01,0.20,12000
2711,6.62E-02,2.59E-01,0.20,6025
2712,1.89E-02,3.96E-02,0.20,15000
2713,1.69E-01,3.55E-01,0.20,8000
2714,1.82E-03,3.61E-01,0.20,6000
2715,5.50E-03,5.55E-02,0.20,15000
2716,9.74E-02,4.83E-02,0.20,25000
2717,4.13E-02,4.20E-01,0.20,6700
2718,1.00E+00,4.88E-01,0.20,20000
2719,5.22E-02,3.45E-02,0.20,12000
2720,3.05E-03,1.40E-01,0.20,3200
2721,3.12E-01,6.44E-02,0.20,3000
2722,2.33E-02,4.35E-01,0.20,7000
2723,7.96E-02,2.28E-01,0.20,9000
2724,9.68E-01,3.13E-01,0.20,8000
2725,5.12E-02,1.81E-01,0.20,4000
2726,5.38E-02,3.61E-01,0.20,13000
2727,9.95E-01,3.62E-01,0.20,6000
2728,5.66E-03,4.96E-02,0.20,12000
2729,9.50E-04,3.46E-01,0.20,8400
2730,2.38E-03,4.69E-02,0.20,5000
2731,7.51E-02,2.31E-01,0.20,8000
2732,3.55E-02,2.25E-01,0.20,5400
2733,1.28E-01,2.24E-01,0.20,5000
2734,1.76E-02,3.42E-01,0.20,12800
2735,5.48E-02,3.98E-01,0.20,12000
2736,4.88E-01,2.64E-01,0.20,7000
2737,5.38E-02,1.19E-01,0.20,2000
2738,8.05E-01,2.38E-01,0.20,6800
2739,1.00E+00,5.01E-01,0.20,20500
2740,1.18E-01,1.15E-01,0.20,4000
2741,6.71E-04,1.76E-01,0.20,12000
2742,1.15E-02,3.02E-01,0.20,5000
2743,1.00E+00,4.42E-01,0.20,10000
2744,9.02E-02,2.99E-01,0.20,6000
2745,1.36E-01,4.38E-01,0.20,20000
2746,1.84E-02,3.91E-01,0.20,7200
2747,9.96E-01,4.64E-01,0.20,5000
2748,1.83E-02,7.77E-02,0.20,4000
2749,2.77E-01,1.95E-01,0.20,20000
2750,3.69E-02,6.95E-02,0.20,4000
2751,1.00E+00,4.90E-01,0.20,3800
2752,3.35E-03,8.07E-02,0.20,15000
2753,8.50E-01,3.42E-01,0.20,7200
2754,4.37E-03,1.10E-01,0.20,6800
2755,4.01E-03,1.52E-02,0.20,10000
2756,2.87E-02,1.52E-01,0.20,16000
2757,3.27E-02,1.90E-01,0.20,25000
2758,6.37E-02,3.27E-01,0.20,12000
2759,2.70E-03,1.88E-01,0.20,15000
2760,3.11E-02,2.20E-01,0.20,15000
2761,2.49E-01,1.51E-01,0.20,8000
2762,9.93E-01,4.58E-01,0.20,19400
2763,2.48E-05,2.39E-01,0.20,5000
2764,2.62E-01,1.50E-01,0.20,6000
2765,3.44E-02,1.08E-01,0.20,15000
2766,2.04E-01,2.48E-01,0.20,10000
2767,4.69E-03,5.18E-01,0.20,17350
2768,1.54E-02,3.27E-02,0.20,6000
2769,1.36E-02,2.64E-01,0.20,15000
2770,1.71E-02,2.05E-01,0.20,10000
2771,2.04E-01,3.76E-01,0.20,10000
2772,5.89E-02,3.63E-01,0.20,18400
2773,1.53E-04,1.19E-01,0.20,9600
2774,1.15E-01,4.25E-01,0.20,8000
2775,4.95E-02,3.30E-01,0.20,10000
2776,1.41E-02,1.98E-01,0.20,2000
2777,2.03E-04,1.53E-02,0.20,2500
2778,9.35E-04,4.54E-02,0.20,16800
2779,1.02E-01,3.96E-01,0.20,11175
2780,3.04E-04,3.91E-02,0.20,7500
2781,9.25E-03,2.05E-01,0.20,10000
2782,2.28E-03,2.79E-01,0.20,10000
2783,6.76E-04,2.21E-01,0.20,19450
2784,3.88E-02,1.55E-01,0.20,3000
2785,3.22E-02,3.67E-01,0.20,3975
2786,2.74E-02,7.17E-02,0.20,10000
2787,2.31E-04,1.16E-03,0.20,16000
2788,1.46E-01,9.57E-02,0.20,16000
2789,5.37E-03,1.85E-01,0.20,5000
2790,2.05E-01,3.85E-01,0.20,2400
2791,1.47E-01,3.16E-01,0.20,4100
2792,3.60E-02,3.66E-01,0.20,10000
2793,4.59E-02,2.38E-01,0.20,8000
2794,2.36E-02,9.31E-02,0.20,7000
2795,1.14E-04,1.26E-01,0.20,10200
2796,4.01E-02,2.47E-01,0.20,5500
2797,1.51E-01,1.48E-01,0.20,7400
2798,1.74E-04,6.02E-04,0.20,6000
2799,5.27E-04,2.51E-01,0.20,7000
2800,1.88E-01,3.14E-01,0.20,5500
2801,8.04E-03,6.23E-02,0.20,1000
2802,3.76E-02,2.29E-01,0.20,7525
2803,8.31E-02,2.05E-01,0.20,5000
2804,5.20E-02,1.01E-02,0.20,5000
2805,3.86E-04,3.36E-01,0.20,4200
2806,1.70E-01,3.96E-02,0.20,6000
2807,6.54E-02,1.18E-01,0.20,1500
2808,2.73E-02,6.50E-02,0.20,15000
2809,6.70E-02,1.39E-01,0.20,7500
2810,9.02E-02,1.94E-01,0.20,15000
2811,1.67E-03,4.18E-02,0.20,16000
2812,9.17E-02,2.95E-01,0.20,15000
2813,1.19E-02,2.00E-01,0.20,2100
2814,7.60E-02,2.81E-01,0.20,3000
2815,2.42E-01,1.48E-01,0.20,5000
2816,1.70E-03,9.57E-02,0.20,16000
2817,2.61E-02,2.02E-01,0.20,6000
2818,3.23E-02,1.18E-01,0.20,7000
2819,1.10E-02,9.13E-03,0.20,15000
2820,9.13E-02,2.11E-01,0.20,2000
2821,1.98E-03,2.66E-01,0.20,7500
2822,1.67E-02,1.60E-01,0.20,5600
2823,9.98E-01,6.09E-01,0.20,18000
2824,1.59E-01,2.91E-01,0.20,6000
2825,2.34E-02,4.83E-02,0.20,25000
2826,9.90E-01,4.81E-01,0.20,12000
2827,9.97E-01,6.15E-01,0.20,18200
2828,8.80E-01,4.07E-01,0.20,8000
2829,1.55E-04,1.21E-01,0.20,6000
2830,9.75E-01,2.89E-01,0.20,25000
2831,9.33E-01,2.71E-01,0.20,3200
2832,4.03E-03,4.75E-02,0.20,4000
2833,5.83E-04,3.40E-01,0.20,7000
2834,9.92E-01,2.72E-01,0.20,6600
2835,7.24E-06,7.69E-04,0.20,3000
2836,5.41E-02,3.08E-01,0.20,10000
2837,3.16E-04,1.11E-01,0.20,5000
2838,1.99E-02,7.80E-02,0.20,12000
2839,7.98E-04,1.61E-01,0.20,28000
2840,6.22E-02,1.90E-01,0.20,4800
2841,8.04E-04,4.09E-01,0.20,6000
2842,1.79E-02,8.90E-02,0.20,16000
2843,8.14E-03,2.71E-01,0.20,7000
2844,8.94E-01,4.24E-01,0.20,10000
2845,9.99E-01,5.82E-01,0.20,16000
2846,4.22E-02,1.90E-01,0.20,25000
2847,4.55E-02,3.67E-01,0.20,10400
2848,3.47E-02,2.06E-03,0.20,10000
2849,9.70E-02,2.11E-01,0.20,16000
2850,5.65E-02,1.32E-01,0.20,16000
2851,8.55E-02,3.10E-01,0.20,2300
2852,4.54E-02,1.04E-01,0.20,10750
2853,1.17E-04,3.29E-01,0.20,2000
2854,1.00E+00,6.13E-01,0.20,32000
2855,1.86E-01,2.69E-01,0.20,5000
2856,2.94E-03,6.83E-02,0.20,8000
2857,3.63E-02,6.35E-02,0.20,6500
2858,9.96E-01,4.74E-01,0.20,7200
2859,5.08E-02,2.16E-01,0.20,6800
2860,8.92E-03,4.45E-01,0.20,7000
2861,9.82E-01,3.39E-01,0.20,10000
2862,4.27E-03,1.99E-01,0.20,10000
2863,3.38E-03,5.24E-01,0.20,21000
2864,2.04E-02,1.58E-01,0.20,2000
2865,1.10E-01,4.32E-01,0.20,5000
2866,2.93E-03,3.42E-01,0.20,12800
2867,5.83E-05,2.02E-01,0.20,6000
2868,2.22E-01,1.86E-01,0.20,10325
2869,8.83E-02,3.34E-01,0.20,2400
2870,4.52E-02,1.40E-01,0.20,5000
2871,9.94E-01,2.92E-01,0.20,25000
2872,1.00E+00,4.71E-01,0.20,6500
2873,1.27E-01,2.32E-02,0.20,8900
2874,1.00E-01,2.78E-02,0.20,12000
2875,4.68E-02,2.16E-02,0.20,9600
2876,1.09E-01,2.58E-01,0.20,9750
2877,7.95E-02,4.27E-01,0.20,4800
2878,2.09E-03,7.93E-02,0.20,8000
2879,5.21E-02,2.34E-01,0.20,7000
2880,1.45E-02,2.90E-01,0.20,20000
2881,5.05E-02,2.87E-01,0.20,1000
2882,1.50E-02,3.51E-01,0.20,11250
2883,5.34E-03,1.83E-01,0.20,1850
2884,3.75E-02,1.73E-01,0.20,3850
2885,2.71E-04,3.68E-01,0.20,4000
2886,6.84E-02,2.08E-02,0.20,13000
2887,1.25E-01,1.21E-01,0.20,12000
2888,2.02E-04,1.25E-01,0.20,9000
2889,9.47E-03,2.92E-01,0.20,14400
2890,5.24E-03,2.02E-01,0.20,6000
2891,9.01E-05,1.06E-02,0.20,15000
2892,8.40E-02,4.73E-01,0.20,13000
2893,9.97E-01,4.76E-01,0.20,15000
2894,3.49E-02,4.86E-02,0.20,8000
2895,5.68E-02,3.01E-01,0.20,2400
2896,9.92E-01,2.59E-01,0.20,6000
2897,1.00E+00,5.16E-01,0.20,6250
2898,9.99E-01,4.34E-01,0.20,9250
2899,3.67E-02,2.63E-01,0.20,10000
2900,7.01E-01,2.60E-01,0.20,2400
2901,1.52E-01,2.36E-01,0.20,2875
2902,2.42E-01,3.43E-01,0.20,17000
2903,4.41E-03,3.24E-01,0.20,12000
2904,4.16E-04,1.72E-01,0.20,3000
2905,1.55E-01,2.84E-01,0.20,7200
2906,9.69E-01,5.34E-01,0.20,35000
2907,6.40E-03,4.12E-01,0.20,8000
2908,1.86E-02,1.09E-01,0.20,3000
2909,1.35E-01,2.96E-01,0.20,3200
2910,1.05E-03,3.63E-01,0.20,25000
2911,3.72E-02,2.81E-01,0.20,7000
2912,1.93E-02,2.03E-01,0.20,25000
2913,9.88E-01,4.86E-01,0.20,18400
2914,9.11E-03,2.52E-01,0.20,7500
2915,2.00E-04,3.50E-01,0.20,15000
2916,1.98E-02,8.02E-02,0.20,10000
2917,1.00E+00,1.76E-01,0.20,15000
2918,1.04E-01,2.09E-01,0.20,14000
2919,9.77E-01,3.41E-01,0.20,16000
2920,8.52E-04,2.74E-01,0.20,6000
2921,1.36E-02,5.28E-02,0.20,13750
2922,1.60E-02,4.81E-03,0.20,15000
2923,7.23E-02,9.57E-03,0.20,5600
2924,5.26E-02,3.88E-01,0.20,13000
2925,9.69E-01,4.83E-01,0.20,13000
2926,1.08E-01,1.05E-01,0.20,20000
2927,2.99E-02,7.93E-02,0.20,8000
2928,5.79E-01,3.22E-01,0.20,6625
2929,1.56E-02,6.00E-02,0.20,12000
2930,2.73E-02,2.79E-01,0.20,10000
2931,1.14E-01,2.51E-01,0.20,20000
2932,5.16E-02,2.23E-01,0.20,1500
2933,4.19E-02,4.17E-02,0.20,8000
2934,3.99E-03,2.38E-02,0.20,20000
2935,1.66E-01,1.73E-01,0.20,5000
2936,8.38E-02,2.97E-01,0.20,4000
2937,1.37E-01,3.41E-01,0.20,8000
2938,2.99E-03,4.22E-01,0.20,5000
2939,2.65E-02,3.27E-03,0.20,3000
2940,2.12E-02,2.55E-01,0.20,10000
2941,2.33E-02,1.40E-01,0.20,3500
2942,6.96E-02,3.53E-01,0.20,10200
2943,1.93E-01,2.38E-03,0.20,25000
2944,6.33E-02,2.52E-01,0.20,3000
2945,3.76E-02,1.45E-01,0.20,3000
2946,6.27E-02,2.85E-01,0.20,5000
2947,7.86E-03,9.76E-02,0.20,1800
2948,5.61E-03,8.49E-02,0.20,14000
2949,1.09E-03,1.77E-01,0.20,1000
2950,7.84E-02,1.31E-01,0.20,9500
2951,1.16E-01,4.05E-01,0.20,8875
2952,6.59E-02,1.46E-01,0.20,1500
2953,7.27E-04,1.58E-01,0.20,3200
2954,1.37E-02,1.88E-01,0.20,5150
2955,4.63E-02,1.54E-01,0.20,15000
2956,8.11E-02,3.04E-01,0.20,8500
2957,9.94E-01,2.07E-01,0.20,15000
2958,6.05E-02,4.89E-02,0.20,13000
2959,7.94E-02,1.63E-01,0.20,2000
2960,2.22E-02,1.42E-01,0.20,2000
2961,1.89E-03,1.12E-05,0.20,14000
2962,2.61E-02,2.19E-01,0.20,7000
2963,2.65E-02,1.26E-02,0.20,9000
2964,1.30E-02,4.38E-02,0.20,8000
2965,7.48E-02,3.28E-02,0.20,25000
2966,2.49E-01,1.25E-02,0.20,10000
2967,2.69E-01,4.91E-01,0.20,18225
2968,6.24E-03,3.33E-01,0.20,10500
2969,9.17E-03,1.65E-01,0.20,9000
2970,8.84E-02,2.56E-01,0.20,7000
2971,8.82E-02,2.08E-01,0.20,20000
2972,1.04E-01,3.01E-01,0.20,8000
2973,1.14E-03,1.59E-01,0.20,11200
2974,4.05E-02,1.98E-01,0.20,5000
2975,9.92E-01,4.07E-01,0.20,9000
2976,2.52E-02,2.33E-01,0.20,10000
