,gbt_prob_default,lr_prob_default,lgd,loan_amnt
182,5.00E+00,3.44E-01,0.2,4000
182,6.00E+00,5.03E-01,0.2,21700
182,6.18E-01,1.74E-01,0.2,10000
182,7.83E-01,2.98E-01,0.2,5900
182,8.20E+00,6.34E-01,0.2,15000
182,9.17E+00,9.77E-02,0.2,20000
183,6.00E-02,1.96E-01,0.2,14400
183,1.53E-01,3.64E-01,0.2,8000
183,2.84E-01,4.80E-01,0.2,12000
183,3.48E-02,1.73E-01,0.2,8000
183,4.26E-01,2.43E-01,0.2,7500
183,5.47E-02,3.39E-01,0.2,6000
183,6.62E-03,4.25E-01,0.2,18000
183,7.21E+00,3.61E-01,0.2,6000
183,8.99E+00,1.37E-01,0.2,5000
183,9.52E-02,4.51E-03,0.2,25000
184,8.62E-03,3.31E-01,0.2,7000
184,1.10E-01,2.02E-01,0.2,9800
184,2.16E+00,2.46E-01,0.2,8000
184,3.32E-01,7.50E-02,0.2,15000
184,4.30E-02,1.47E-01,0.2,10000
184,5.10E+00,2.29E-01,0.2,20000
184,6.99E+00,5.26E-01,0.2,27500
184,7.55E-01,2.14E-01,0.2,12000
184,8.16E-01,1.11E-01,0.2,10000
184,1.00E+01,4.87E-01,0.2,11200
185,4.26E-02,1.79E-02,0.2,7000
185,1.95E-03,3.78E-01,0.2,18000
185,2.22E-01,2.10E-02,0.2,3650
185,3.67E-01,1.35E-01,0.2,5700
185,4.13E-03,9.29E-02,0.2,7200
185,5.25E-01,1.84E-01,0.2,3000
185,6.65E-03,2.47E-01,0.2,6575
185,7.88E+00,1.99E-04,0.2,10000
185,8.15E-01,2.24E-01,0.2,12000
185,9.97E+00,4.08E-01,0.2,8600
186,1.03E-01,4.06E-01,0.2,2100
186,1.51E-01,3.41E-01,0.2,15000
186,2.68E-02,1.93E-01,0.2,2000
186,3.16E-01,1.35E-01,0.2,3000
186,4.12E-01,4.08E-01,0.2,20000
186,5.12E+00,2.10E-01,0.2,2300
186,6.26E+00,4.44E-01,0.2,10000
186,7.13E-01,1.44E-01,0.2,12000
186,8.88E-01,1.71E-01,0.2,3000
186,9.51E-01,1.84E-01,0.2,3000
187,9.87E-01,1.72E-01,0.2,20000
187,1.70E-01,2.53E-01,0.2,8000
187,2.15E-01,9.33E-02,0.2,18000
187,3.49E-03,3.28E-01,0.2,6000
187,4.19E+00,3.50E-01,0.2,2500
187,6.00E+00,5.29E-01,0.2,15500
187,6.23E+00,3.12E-01,0.2,2800
187,8.00E+00,6.32E-01,0.2,21000
187,8.65E-01,8.65E-02,0.2,15000
187,9.25E-01,3.74E-01,0.2,6000
188,9.65E-03,1.22E-01,0.2,8700
188,1.99E+00,4.01E-01,0.2,3000
188,2.39E-03,5.95E-01,0.2,15000
188,3.23E-01,3.34E-02,0.2,10000
188,4.97E+00,3.70E-01,0.2,5600
188,5.21E-01,2.66E-01,0.2,5600
188,6.22E-01,2.02E-01,0.2,3000
188,7.95E+00,1.09E-01,0.2,7000
188,8.27E-01,2.38E-01,0.2,4200
188,9.73E+00,2.20E-01,0.2,4000
189,7.55E-01,3.70E-01,0.2,1800
189,1.34E-02,2.31E-01,0.2,2500
189,2.42E-02,5.75E-02,0.2,4000
189,3.98E+00,4.34E-01,0.2,21000
189,4.10E-01,5.55E-01,0.2,11500
189,5.20E-02,2.14E-01,0.2,12000
189,6.43E-01,3.18E-02,0.2,5000
189,7.38E-01,1.85E-01,0.2,8000
189,8.19E-02,1.05E-01,0.2,6300
189,1.00E+01,1.62E-01,0.2,5000
190,9.94E-01,4.80E-01,0.2,10625
190,1.67E-03,6.85E-03,0.2,10000
190,2.21E+00,3.12E-01,0.2,10000
190,3.18E+00,3.59E-01,0.2,15000
190,4.14E-01,7.01E-02,0.2,20000
190,5.59E-01,1.03E-01,0.2,9000
190,6.98E+00,1.36E-01,0.2,4000
190,7.59E+00,4.24E-01,0.2,10000
190,9.00E+00,5.72E-01,0.2,20000
190,9.18E-01,1.03E-01,0.2,12000
191,1.21E-01,8.13E-02,0.2,5600
191,1.14E-02,6.64E-05,0.2,4200
191,2.96E-01,3.03E-01,0.2,5400
191,3.29E-01,7.50E-02,0.2,2500
191,4.66E-01,4.01E-01,0.2,2275
191,5.24E-01,8.17E-02,0.2,10000
191,6.11E-02,4.87E-01,0.2,12000
191,7.90E-02,2.99E-02,0.2,4000
191,8.25E-01,2.02E-01,0.2,6000
191,9.30E-01,1.63E-01,0.2,3575
192,2.02E-01,1.32E-01,0.2,16000
192,1.76E-01,3.32E-01,0.2,2500
192,2.18E-02,2.58E-01,0.2,5200
192,3.27E-01,6.54E-02,0.2,7175
192,4.43E+00,5.73E-02,0.2,3200
192,5.72E-01,1.30E-02,0.2,35000
192,6.11E-01,1.37E-01,0.2,9600
192,8.00E+00,2.48E-01,0.2,10000
192,8.59E-02,1.55E-01,0.2,3000
192,9.32E-01,2.88E-03,0.2,7500
193,7.60E-01,4.38E-01,0.2,9000
193,1.19E+00,1.15E-01,0.2,10000
193,2.22E+00,2.80E-01,0.2,3250
193,3.15E+00,3.17E-01,0.2,10000
193,4.18E+00,2.91E-01,0.2,3000
193,5.29E-02,3.60E-01,0.2,7000
193,6.77E+00,2.91E-01,0.2,3000
193,7.88E-02,2.44E-01,0.2,14000
193,8.17E-02,1.85E-01,0.2,4200
193,9.28E-01,2.19E-01,0.2,3000
194,7.54E-04,1.28E-01,0.2,9000
194,1.99E+00,2.18E-01,0.2,1600
194,2.32E-02,2.42E-02,0.2,6125
194,4.00E+00,4.69E-01,0.2,3850
194,4.21E-01,1.09E-01,0.2,6000
194,5.82E-03,2.47E-01,0.2,9600
194,6.26E+00,4.00E-01,0.2,7200
194,7.24E-01,2.66E-01,0.2,6000
194,8.73E-03,1.47E-02,0.2,7000
194,9.89E-01,3.83E-01,0.2,8000
195,2.10E-01,5.19E-02,0.2,6000
195,1.57E-01,4.14E-01,0.2,10000
195,2.99E+00,3.32E-01,0.2,12000
195,3.79E-04,1.79E-02,0.2,7800
195,4.99E+00,4.83E-01,0.2,13000
195,5.25E-01,4.47E-02,0.2,1500
195,6.61E-02,1.19E-01,0.2,3150
195,7.84E-01,2.16E-02,0.2,9600
195,8.13E-01,1.67E-01,0.2,9500
195,9.81E-01,1.68E-01,0.2,9600
196,9.69E-01,2.49E-01,0.2,1000
196,2.00E+00,4.77E-01,0.2,12000
196,2.18E+00,3.88E-01,0.2,7550
196,3.10E-01,1.58E-02,0.2,6600
196,4.13E-01,2.64E-01,0.2,15000
196,5.10E-02,1.72E-01,0.2,10000
196,6.99E-02,5.61E-02,0.2,10000
196,8.00E+00,4.59E-01,0.2,10000
196,8.33E-01,8.09E-05,0.2,25000
196,9.13E-01,7.17E-02,0.2,10000
197,7.26E-05,3.15E-01,0.2,5400
197,2.00E+00,4.42E-01,0.2,6000
197,2.13E-03,1.84E-01,0.2,14400
197,3.35E-02,1.51E-01,0.2,8000
197,4.20E-01,1.15E-01,0.2,3500
197,5.50E-02,6.17E-02,0.2,3000
197,6.22E+00,8.27E-02,0.2,3000
197,7.16E-01,2.95E-01,0.2,10000
197,8.24E-02,6.61E-02,0.2,3500
197,9.34E+00,3.78E-01,0.2,12000
198,8.25E-02,3.53E-01,0.2,3000
198,1.46E-01,5.92E-01,0.2,18000
198,2.85E-01,4.33E-01,0.2,20000
198,3.61E-01,2.03E-01,0.2,7200
198,4.99E+00,4.31E-01,0.2,12000
198,6.00E+00,4.70E-01,0.2,10400
198,6.41E-02,7.10E-02,0.2,8000
198,7.99E+00,5.17E-01,0.2,12000
198,8.88E-01,2.06E-01,0.2,9275
198,9.36E-01,3.78E-01,0.2,9000
199,2.26E-02,1.40E-01,0.2,6000
199,1.20E-02,2.36E-01,0.2,6000
199,2.94E+00,4.24E-01,0.2,4200
199,3.30E-01,1.77E-01,0.2,6000
199,4.18E+00,2.88E-01,0.2,4000
199,5.81E-01,3.12E-01,0.2,3000
199,6.57E-01,3.80E-03,0.2,12000
199,7.19E-01,2.42E-01,0.2,12000
199,8.31E-01,8.16E-03,0.2,20000
199,9.50E-05,7.69E-04,0.2,3000
200,4.32E-02,1.05E-02,0.2,8000
200,1.15E-01,3.49E-01,0.2,2100
200,2.95E-03,2.15E-01,0.2,5000
200,3.18E-01,3.75E-02,0.2,21000
200,4.85E-03,8.23E-02,0.2,6625
200,5.27E-01,1.11E-01,0.2,5000
200,6.12E-01,3.21E-01,0.2,10000
200,7.99E+00,4.19E-01,0.2,3300
200,8.49E-01,2.10E-01,0.2,8000
200,9.28E+00,2.80E-01,0.2,4000
201,3.49E-01,3.36E-01,0.2,8000
201,2.00E+00,2.85E-01,0.2,8000
201,2.59E-01,2.93E-01,0.2,8000
201,3.24E-01,1.39E-01,0.2,20000
201,4.19E-01,5.77E-02,0.2,3000
201,5.61E-01,9.70E-02,0.2,15000
201,6.49E-01,4.20E-02,0.2,13000
201,7.48E-01,2.27E-01,0.2,9000
201,8.13E-02,3.48E-02,0.2,18000
201,9.22E-03,1.04E-01,0.2,2500
202,4.02E-02,2.30E-01,0.2,11000
202,1.11E-01,6.00E-02,0.2,12000
202,2.25E-01,3.24E-01,0.2,12000
202,3.73E-01,2.05E-01,0.2,5000
202,4.12E+00,9.25E-02,0.2,20000
202,5.49E-01,8.46E-03,0.2,12000
202,6.98E+00,4.29E-01,0.2,3200
202,7.22E+00,1.64E-01,0.2,5100
202,8.16E-01,3.28E-01,0.2,10300
202,9.28E-01,3.86E-01,0.2,7000
203,9.91E-01,4.37E-01,0.2,12000
203,1.74E-03,2.69E-01,0.2,5000
203,2.97E+00,9.33E-02,0.2,11000
203,3.42E-03,1.63E-02,0.2,16000
203,4.20E-03,2.94E-01,0.2,5000
203,5.30E-01,2.38E-01,0.2,8000
203,6.98E+00,4.33E-01,0.2,14500
203,7.99E+00,5.88E-01,0.2,15075
203,8.17E+00,1.98E-01,0.2,16000
203,9.56E+00,3.22E-01,0.2,25000
204,2.00E-01,2.26E-01,0.2,15000
204,1.31E-01,2.95E-01,0.2,24000
204,2.98E+00,3.68E-01,0.2,25000
204,3.29E-01,1.16E-02,0.2,15000
204,4.24E-01,2.18E-01,0.2,5000
204,5.76E+00,4.42E-01,0.2,1600
204,6.29E-01,6.13E-02,0.2,16000
204,7.38E+00,3.14E-01,0.2,15000
204,8.87E-02,3.02E-01,0.2,5000
204,9.11E-01,7.47E-02,0.2,18000
205,4.52E-02,1.33E-01,0.2,10000
205,2.00E+00,5.05E-01,0.2,6250
205,2.17E-01,3.08E-01,0.2,17000
205,3.23E-01,2.00E-01,0.2,5500
205,4.11E-01,2.27E-01,0.2,3600
205,5.30E-01,1.29E-01,0.2,7000
205,6.27E-04,6.13E-02,0.2,16000
205,7.15E+00,3.50E-01,0.2,6000
205,8.21E+00,3.80E-01,0.2,7000
205,9.18E-04,2.83E-01,0.2,14000
206,2.82E-03,2.15E-01,0.2,11500
206,1.12E-01,1.26E-01,0.2,20000
206,2.61E+00,5.58E-01,0.2,14000
206,3.10E-01,2.94E-01,0.2,7000
206,4.73E-01,1.82E-01,0.2,3600
206,5.28E-03,2.09E-01,0.2,6400
206,6.55E-03,4.32E-01,0.2,5000
206,7.22E-01,2.27E-01,0.2,11600
206,8.56E-04,9.41E-02,0.2,9000
206,9.16E+00,3.52E-01,0.2,7500
207,9.53E-03,1.13E-01,0.2,5250
207,1.76E-01,7.59E-02,0.2,3000
207,2.17E-02,2.16E-01,0.2,12500
207,4.00E-03,3.31E-02,0.2,5000
207,4.60E-01,2.95E-01,0.2,16800
207,5.10E+00,2.72E-01,0.2,4000
207,6.86E-01,1.80E-01,0.2,3000
207,7.99E+00,4.73E-01,0.2,9250
207,8.17E-04,1.90E-02,0.2,7200
207,9.21E-03,3.81E-01,0.2,3000
208,1.33E-01,1.09E-01,0.2,3000
208,1.23E+00,2.56E-01,0.2,8500
208,2.99E+00,1.20E-01,0.2,10000
208,3.30E-01,9.95E-02,0.2,2000
208,4.26E-01,1.05E-01,0.2,12000
208,5.99E+00,5.53E-01,0.2,24750
208,6.12E-01,7.78E-03,0.2,15000
208,7.50E-03,2.36E-01,0.2,6000
208,8.24E-02,1.06E-01,0.2,3200
208,9.71E-01,1.39E-01,0.2,2500
209,2.02E-04,1.25E-01,0.2,9000
209,1.92E-01,4.75E-01,0.2,13500
209,2.90E-04,3.25E-01,0.2,2600
209,3.15E+00,3.58E-01,0.2,14500
209,4.14E-03,1.09E-01,0.2,7425
209,5.14E+00,1.75E-01,0.2,9000
209,6.61E-03,4.90E-01,0.2,8000
209,7.17E-01,1.08E-01,0.2,4800
209,8.26E-01,1.33E-01,0.2,7000
209,9.66E-02,2.66E-01,0.2,13200
210,1.41E-01,1.83E-01,0.2,9600
210,1.49E+00,3.92E-01,0.2,8000
210,2.21E+00,2.81E-01,0.2,23000
210,3.25E-01,8.32E-02,0.2,10000
210,4.17E-01,2.05E-01,0.2,10000
210,5.31E-01,2.34E-01,0.2,4000
210,6.18E-01,1.24E-01,0.2,10000
210,7.13E+00,1.08E-01,0.2,15000
210,8.23E-02,3.97E-01,0.2,15000
210,9.22E-02,2.25E-01,0.2,6000
211,1.09E-01,3.13E-01,0.2,8500
211,1.67E+00,4.00E-03,0.2,10000
211,2.50E-02,2.16E-01,0.2,3000
211,3.99E+00,7.08E-01,0.2,25000
211,4.22E-02,4.48E-02,0.2,11000
211,5.97E+00,5.11E-01,0.2,25000
211,6.17E+00,3.32E-01,0.2,4800
211,7.20E-01,9.51E-02,0.2,11000
211,8.16E-01,5.16E-02,0.2,4800
211,9.72E-01,1.15E-01,0.2,5000
212,7.04E-02,2.71E-01,0.2,10000
212,1.19E-01,3.68E-01,0.2,5500
212,2.83E+00,2.26E-01,0.2,3600
212,3.28E-02,2.95E-02,0.2,5000
212,4.50E-03,2.21E-01,0.2,5000
212,5.60E-01,3.05E-01,0.2,11200
212,6.99E-01,3.80E-01,0.2,5400
212,7.33E-01,2.88E-01,0.2,5500
212,8.44E-01,5.93E-02,0.2,9600
212,9.70E+00,4.20E-01,0.2,25000
213,1.67E-01,2.91E-01,0.2,15500
213,1.27E-01,8.38E-02,0.2,15000
213,2.15E+00,3.86E-01,0.2,7000
213,4.00E+00,1.56E-01,0.2,25000
213,4.22E-02,5.11E-01,0.2,21250
213,5.13E-01,3.32E-01,0.2,8000
213,6.77E-02,5.14E-01,0.2,10000
213,7.18E-03,1.73E-01,0.2,5000
213,8.58E-01,7.00E-01,0.2,22000
213,9.81E-03,6.52E-02,0.2,4500
214,2.42E-01,1.54E-01,0.2,15000
214,1.40E-03,1.66E-01,0.2,6000
214,2.40E+00,2.19E-01,0.2,8500
214,4.00E+00,6.48E-01,0.2,19000
214,4.98E+00,2.29E-01,0.2,3375
214,5.99E+00,4.89E-01,0.2,12000
214,6.25E+00,1.37E-01,0.2,16000
214,7.99E+00,5.02E-01,0.2,19000
214,8.84E+00,4.07E-01,0.2,15000
214,9.13E-01,2.58E-02,0.2,5600
215,3.21E-04,3.24E-01,0.2,12000
215,1.13E+00,2.97E-01,0.2,1000
215,2.98E-01,3.21E-01,0.2,10000
215,3.13E-02,2.78E-02,0.2,12000
215,5.00E+00,4.53E-01,0.2,13000
215,5.35E+00,1.38E-01,0.2,5000
215,6.22E-01,4.34E-02,0.2,5000
215,7.13E-01,1.47E-01,0.2,10000
215,8.96E+00,3.84E-01,0.2,6000
215,1.00E+00,7.22E-02,0.2,15000
216,3.09E-03,9.95E-02,0.2,2000
216,1.12E+00,7.21E-03,0.2,12000
216,2.89E-03,2.89E-01,0.2,7800
216,3.31E-02,1.75E-01,0.2,4000
216,4.99E+00,2.77E-01,0.2,8000
216,5.20E+00,1.73E-01,0.2,5000
216,6.25E-02,1.65E-02,0.2,7000
216,7.37E+00,3.20E-01,0.2,15250
216,8.79E-01,4.19E-01,0.2,6000
216,9.37E-01,2.08E-01,0.2,7500
217,3.08E-01,5.00E-01,0.2,24000
217,1.83E-02,2.19E-01,0.2,10000
217,2.57E-01,6.92E-01,0.2,24000
217,3.36E-01,1.85E-03,0.2,9000
217,4.34E-01,1.33E-01,0.2,7000
217,5.10E+00,2.68E-01,0.2,21600
217,6.26E-04,1.95E-01,0.2,6000
217,7.85E-02,1.93E-01,0.2,3600
217,8.19E-02,2.42E-01,0.2,12000
217,9.89E-01,1.91E-01,0.2,15000
218,9.96E-01,4.91E-01,0.2,17000
218,1.19E-01,2.50E-01,0.2,10500
218,2.92E-02,3.59E-02,0.2,14500
218,3.54E+00,5.67E-01,0.2,15250
218,4.78E-01,9.28E-02,0.2,8100
218,5.60E-01,3.33E-01,0.2,5200
218,6.38E+00,2.15E-01,0.2,4500
218,7.44E-01,3.55E-01,0.2,8000
218,8.81E-01,1.38E-01,0.2,10000
218,9.63E-01,4.05E-01,0.2,10000
219,1.66E-02,7.86E-02,0.2,18000
219,2.00E+00,5.34E-01,0.2,20000
219,2.27E-03,2.99E-01,0.2,9050
219,3.99E+00,4.96E-01,0.2,15000
219,4.50E-01,2.46E-01,0.2,6500
219,5.70E-01,4.13E-01,0.2,6925
219,6.26E+00,3.74E-01,0.2,11000
219,7.57E-01,4.14E-01,0.2,10000
219,8.44E-02,2.29E-01,0.2,1500
219,9.15E-01,1.91E-01,0.2,8000
220,1.91E-03,1.56E-01,0.2,12500
220,1.25E-01,3.99E-01,0.2,5600
220,2.17E-01,4.09E-02,0.2,12000
220,3.52E-03,1.49E-01,0.2,12000
220,4.73E-01,1.45E-01,0.2,5000
220,5.17E+00,7.29E-02,0.2,6000
220,6.44E-02,3.22E-01,0.2,4800
220,7.28E-02,1.16E-02,0.2,15000
220,8.20E-01,5.38E-02,0.2,12800
220,9.39E+00,2.08E-01,0.2,6000
221,1.82E-03,2.93E-02,0.2,11000
221,1.21E-01,1.43E-01,0.2,18000
221,2.13E-02,2.72E-01,0.2,4000
221,3.63E-03,7.46E-02,0.2,7000
221,4.19E-01,1.49E-01,0.2,12000
221,5.34E-02,3.26E-01,0.2,25000
221,6.30E-01,3.80E-01,0.2,20000
221,7.33E-01,8.58E-02,0.2,3500
221,8.17E+00,2.67E-01,0.2,3975
221,9.18E-02,2.69E-01,0.2,5000
222,1.62E-02,3.24E-01,0.2,12000
222,1.25E-03,2.63E-02,0.2,2000
222,2.22E-01,1.13E-02,0.2,1500
222,3.26E+00,4.40E-01,0.2,6000
222,4.22E+00,3.05E-01,0.2,5000
222,5.41E-03,2.18E-01,0.2,9200
222,6.63E-01,3.41E-01,0.2,7000
222,7.62E-01,7.78E-02,0.2,2500
222,8.17E+00,1.73E-01,0.2,5000
222,9.97E+00,4.28E-01,0.2,16200
223,1.76E-02,3.06E-01,0.2,12000
223,1.50E-01,1.37E-01,0.2,20600
223,2.13E-03,4.01E-01,0.2,4400
223,3.46E+00,2.30E-01,0.2,1500
223,4.47E-02,2.38E-02,0.2,20000
223,6.00E+00,4.56E-01,0.2,15000
223,6.77E-03,4.98E-01,0.2,13200
223,7.29E+00,1.06E-01,0.2,2200
223,8.36E-01,4.85E-02,0.2,6000
223,9.54E-01,3.26E-01,0.2,20000
224,5.39E-02,1.30E-01,0.2,2100
224,1.91E-02,2.58E-01,0.2,9000
224,2.21E-01,7.60E-02,0.2,15900
224,3.21E-01,1.45E-01,0.2,14000
224,4.46E+00,4.05E-01,0.2,10000
224,5.43E+00,3.22E-01,0.2,4000
224,6.76E-02,9.76E-03,0.2,14500
224,7.45E-01,1.23E-01,0.2,3000
224,8.17E-01,3.19E-01,0.2,9150
224,1.00E+01,5.81E-01,0.2,8000
225,8.59E-02,4.15E-02,0.2,3800
225,1.11E-02,4.92E-01,0.2,9175
225,2.33E-01,4.69E-01,0.2,17000
225,3.67E-02,6.00E-02,0.2,12000
225,4.71E-01,3.79E-01,0.2,9000
225,5.41E-01,1.07E-02,0.2,15000
225,6.49E-05,9.46E-02,0.2,10000
225,7.33E-01,1.09E-01,0.2,5600
225,8.99E+00,5.39E-01,0.2,20400
225,9.45E-02,2.67E-01,0.2,1400
226,1.76E-02,2.11E-01,0.2,16000
226,1.11E-01,6.74E-03,0.2,18000
226,2.14E-01,2.29E-01,0.2,5600
226,3.56E-01,3.16E-01,0.2,6000
226,4.18E+00,2.74E-01,0.2,5600
226,5.19E-03,2.66E-03,0.2,20000
226,6.94E-02,5.70E-02,0.2,25000
226,7.48E-03,1.98E-01,0.2,8500
226,8.77E-01,2.51E-01,0.2,2000
226,9.29E+00,3.46E-01,0.2,2350
227,1.51E-01,1.43E-01,0.2,7000
227,1.99E+00,2.79E-01,0.2,6000
227,2.46E-01,4.34E-01,0.2,8400
227,3.61E-01,2.84E-01,0.2,3000
227,4.50E-01,2.00E-01,0.2,4000
227,5.21E-01,3.93E-01,0.2,5000
227,6.82E-01,4.31E-01,0.2,8000
227,7.97E+00,4.65E-01,0.2,12325
227,8.52E-01,4.17E-01,0.2,12000
227,9.47E-01,2.37E-01,0.2,14000
228,1.00E-03,3.78E-01,0.2,4800
228,1.47E-02,7.56E-02,0.2,4475
228,2.21E+00,9.18E-02,0.2,2500
228,3.15E-01,1.46E-01,0.2,8000
228,4.18E-02,1.98E-04,0.2,5000
228,5.13E-01,3.73E-01,0.2,2400
228,6.11E-02,3.52E-01,0.2,20000
228,7.17E+00,3.52E-01,0.2,2000
228,8.46E-01,2.81E-01,0.2,12000
228,9.73E-03,9.34E-02,0.2,4000
229,1.61E-02,1.33E-01,0.2,5125
229,1.15E-01,5.88E-02,0.2,8000
229,2.99E+00,4.50E-01,0.2,14400
229,3.31E-01,9.22E-02,0.2,5000
229,4.16E-01,2.05E-02,0.2,12000
229,6.00E+00,2.78E-01,0.2,2400
229,6.12E+00,1.36E-01,0.2,4000
229,7.30E+00,3.16E-01,0.2,5000
229,8.26E-01,2.48E-01,0.2,4700
229,9.87E+00,5.23E-01,0.2,12000
230,3.74E-04,3.15E-01,0.2,12000
230,1.99E+00,3.28E-01,0.2,6000
230,2.12E-01,1.02E-01,0.2,11700
230,3.18E-01,1.04E-01,0.2,2500
230,4.17E-01,3.02E-01,0.2,5000
230,5.77E-01,3.52E-01,0.2,17000
230,6.20E-01,8.37E-02,0.2,4000
230,7.10E-01,1.21E-01,0.2,20000
230,9.00E+00,4.54E-01,0.2,10000
230,9.28E-01,3.62E-02,0.2,7000
231,3.07E-01,5.62E-02,0.2,3000
231,1.99E+00,4.38E-01,0.2,9000
231,2.34E-01,5.53E-01,0.2,20000
231,3.35E+00,3.59E-01,0.2,15000
231,4.62E-01,2.12E-01,0.2,4000
231,5.47E-01,1.55E-01,0.2,7500
231,6.24E+00,1.92E-01,0.2,12000
231,7.11E+00,7.14E-02,0.2,2000
231,8.11E-02,1.62E-01,0.2,1600
231,9.30E+00,3.42E-01,0.2,20000
232,5.20E-02,2.08E-01,0.2,20000
232,2.00E+00,5.13E-01,0.2,12000
232,2.11E-01,2.84E-01,0.2,8775
232,3.17E+00,2.86E-01,0.2,17000
232,4.99E+00,5.24E-01,0.2,10000
232,5.82E-02,2.51E-01,0.2,5000
232,6.67E-01,3.92E-01,0.2,15200
232,7.60E-02,2.25E-02,0.2,7000
232,8.18E-04,9.31E-02,0.2,7000
232,9.57E-01,2.63E-01,0.2,8500
233,6.14E-02,3.66E-01,0.2,13000
233,1.25E-02,4.26E-02,0.2,7075
233,2.48E+00,1.18E-01,0.2,7200
233,3.22E-03,1.85E-01,0.2,5000
233,4.12E+00,7.46E-02,0.2,7000
233,5.47E-01,1.16E-01,0.2,15000
233,6.22E-01,4.82E-01,0.2,7000
233,7.70E-02,2.91E-02,0.2,17400
233,8.47E+00,2.26E-01,0.2,7000
233,9.20E-01,1.85E-01,0.2,5000
234,3.21E-03,2.57E-01,0.2,15000
234,1.20E-04,9.89E-02,0.2,8000
234,2.96E-01,3.33E-01,0.2,11200
234,3.99E+00,4.51E-01,0.2,8000
234,4.12E-01,2.51E-03,0.2,10000
234,5.60E-03,1.38E-01,0.2,10000
234,6.26E-03,7.02E-02,0.2,6000
234,7.68E-01,1.35E-01,0.2,20000
234,8.99E+00,3.59E-01,0.2,15000
234,9.42E-01,8.70E-03,0.2,10000
235,1.02E-01,5.86E-01,0.2,15000
235,1.30E-01,1.34E-01,0.2,1800
235,2.12E-01,8.07E-02,0.2,6200
235,3.32E-02,4.06E-01,0.2,4000
235,4.32E+00,2.68E-01,0.2,1000
235,5.11E+00,6.30E-02,0.2,1500
235,6.15E-01,4.93E-03,0.2,5000
235,7.60E-02,1.14E-01,0.2,11000
235,8.51E-03,4.14E-01,0.2,10000
235,9.59E-01,1.41E-01,0.2,5000
236,5.50E-02,8.49E-02,0.2,1500
236,1.78E-01,1.39E-01,0.2,12000
236,2.13E-01,2.70E-02,0.2,4150
236,3.99E+00,2.32E-01,0.2,10600
236,4.80E-01,1.10E-01,0.2,4200
236,5.10E+00,2.80E-01,0.2,8800
236,6.30E-02,4.22E-01,0.2,16000
236,7.81E-02,1.68E-01,0.2,9600
236,8.36E-01,7.01E-02,0.2,7500
236,9.27E+00,1.62E-01,0.2,5000
237,2.92E-02,1.38E-01,0.2,3600
237,1.59E-03,2.41E-01,0.2,7000
237,2.10E+00,2.64E-02,0.2,10000
237,4.00E+00,5.21E-01,0.2,8875
237,4.66E+00,1.52E-01,0.2,19800
237,5.53E-01,7.66E-02,0.2,8400
237,6.57E-04,3.20E-01,0.2,7000
237,8.00E+00,2.48E-01,0.2,10000
237,8.11E-01,2.16E-02,0.2,3500
237,9.73E+00,4.73E-01,0.2,10000
238,1.58E-02,7.17E-02,0.2,10000
238,1.96E-02,4.05E-01,0.2,8875
238,2.28E-01,1.92E-01,0.2,2400
238,4.00E+00,5.76E-01,0.2,10775
238,4.55E+00,5.29E-02,0.2,2400
238,5.40E-01,1.89E-01,0.2,15000
238,6.18E-02,3.59E-02,0.2,14500
238,7.19E+00,2.91E-01,0.2,3000
238,8.14E+00,2.82E-02,0.2,11400
238,9.78E-02,1.70E-01,0.2,19200
239,1.00E+00,5.30E-01,0.2,21600
239,2.00E+00,5.19E-01,0.2,8000
239,2.91E-04,1.85E-01,0.2,5000
239,3.83E-04,1.58E-01,0.2,7000
239,4.71E-01,3.91E-01,0.2,4000
239,5.85E-02,1.49E-01,0.2,12000
239,6.24E-01,7.30E-03,0.2,25000
239,7.13E+00,1.33E-01,0.2,7000
239,8.20E-01,1.85E-01,0.2,5000
239,9.69E-01,2.27E-01,0.2,4450
240,9.20E-01,3.78E-01,0.2,12000
240,1.14E-01,4.05E-02,0.2,10000
240,2.55E-01,2.41E-01,0.2,8500
240,3.24E-01,3.83E-03,0.2,12075
240,4.47E+00,3.00E-01,0.2,3000
240,5.47E+00,1.62E-01,0.2,5000
240,6.99E+00,1.35E-01,0.2,4900
240,7.19E+00,2.49E-01,0.2,9500
240,8.97E-01,3.74E-11,0.2,5950
240,9.98E-02,2.26E-01,0.2,7500
241,5.63E-02,4.73E-02,0.2,3200
241,1.41E+00,1.38E-01,0.2,2100
241,2.96E+00,3.63E-01,0.2,25000
241,3.91E-01,9.92E-02,0.2,5000
241,4.33E-01,1.06E-02,0.2,35000
241,5.20E+00,1.59E-01,0.2,4800
241,6.11E+00,1.10E-02,0.2,5000
241,7.34E-01,2.28E-03,0.2,7200
241,8.43E-02,1.55E-04,0.2,8400
241,9.57E-01,2.26E-01,0.2,6625
242,5.56E-02,1.61E-01,0.2,24000
242,1.61E-01,1.92E-01,0.2,27400
242,2.58E+00,3.73E-01,0.2,8000
242,3.16E-01,4.30E-01,0.2,10625
242,4.15E-02,7.62E-02,0.2,4200
242,5.79E-02,1.21E-01,0.2,30000
242,6.27E-01,2.75E-01,0.2,10000
242,7.37E-01,3.12E-01,0.2,12250
242,8.87E-01,4.54E-01,0.2,6000
242,9.29E+00,4.79E-01,0.2,17375
243,5.65E-04,5.28E-01,0.2,20000
